outcome,month,MMWR week,Week date,Age group,Vaccine product,Vaccinated with outcome,Fully vaccinated population,Unvaccinated with outcome,Unvaccinated population,Crude vax IR,Crude unvax IR,Crude IRR,Age adjusted vax IR,Age adjusted unvax IR,Age adjusted IRR
death,06 - JUN,24,Jun 13-Jun 19,all_ages_adj,all_types,77,46423163,529,44315333,0.165865475,1.193717759,7.19690313,0.09817111,1.778873193,18.12012912
death,06 - JUN,25,Jun 20-Jun 26,12-17,all_types,0,1278498,0,6268867,0,0,,,,
death,06 - JUN,25,Jun 20-Jun 26,18-29,all_types,0,6120078,7,11484275,0,0.0609529,,,,
death,06 - JUN,25,Jun 20-Jun 26,30-49,all_types,1,12880738,63,14568398,0.00776353,0.432442881,55.70183448,,,
death,06 - JUN,25,Jun 20-Jun 26,50-64,all_types,13,13102261,155,7585599,0.099219516,2.043345555,20.59418983,,,
death,06 - JUN,25,Jun 20-Jun 26,65-79,all_types,34,11372939,202,2608457,0.298955266,7.744041784,25.90368083,,,
death,06 - JUN,25,Jun 20-Jun 26,80+,all_types,46,3290329,125,1112520,1.398036488,11.23575307,8.036809597,,,
death,06 - JUN,25,Jun 20-Jun 26,all_ages_adj,Janssen,14,3740299,552,43628116,0.374301627,1.265239141,3.380266209,0.340381444,1.863666405,5.475229159
death,06 - JUN,25,Jun 20-Jun 26,all_ages_adj,Moderna,30,19297290,552,43628116,0.155462244,1.265239141,8.138562206,0.077233499,1.863666405,24.13028595
death,06 - JUN,25,Jun 20-Jun 26,all_ages_adj,Pfizer,50,24944677,552,43628116,0.200443566,1.265239141,6.312196339,0.124663884,1.863666405,14.94952945
death,06 - JUN,25,Jun 20-Jun 26,all_ages_adj,all_types,94,48044843,552,43628116,0.195650551,1.265239141,6.466831476,0.110704793,1.863666405,16.83455938
death,06 - JUN,26,Jun 27-Jul 03,12-17,all_types,0,1663068,0,5983519,0,0,,,,
death,06 - JUN,26,Jun 27-Jul 03,18-29,all_types,0,6397971,12,11341128,0,0.105809581,,,,
death,06 - JUN,26,Jun 27-Jul 03,30-49,all_types,3,13299897,78,14357770,0.0225566,0.543259852,24.08433357,,,
death,06 - JUN,26,Jun 27-Jul 03,50-64,all_types,12,13349726,187,7466547,0.089889485,2.504504425,27.86203987,,,
death,06 - JUN,26,Jun 27-Jul 03,65-79,all_types,32,11456541,224,2567684,0.279316418,8.723814924,31.2327323,,,
death,06 - JUN,26,Jun 27-Jul 03,80+,all_types,39,3308695,164,1103531,1.178712453,14.86138586,12.60815207,,,
death,06 - JUN,26,Jun 27-Jul 03,all_ages_adj,Janssen,12,3858061,665,42820179,0.311037073,1.553006119,4.992993617,0.268757054,2.25279183,8.38226123
death,06 - JUN,26,Jun 27-Jul 03,all_ages_adj,Moderna,21,19690241,665,42820179,0.106651818,1.553006119,14.56145941,0.0520342,2.25279183,43.29443324
death,06 - JUN,26,Jun 27-Jul 03,all_ages_adj,Pfizer,53,25864509,665,42820179,0.204914,1.553006119,7.578819007,0.134640508,2.25279183,16.73190231
death,06 - JUN,26,Jun 27-Jul 03,all_ages_adj,all_types,86,49475898,665,42820179,0.173822009,1.553006119,8.934461899,0.103439397,2.25279183,21.77885705
death,07 - JUL,27,Jul 04-Jul 10,12-17,all_types,0,1864585,1,5884117,0,0.0169949,,,,
death,07 - JUL,27,Jul 04-Jul 10,18-29,all_types,0,6597576,21,11222523,0,0.187123698,,,,
death,07 - JUL,27,Jul 04-Jul 10,30-49,all_types,6,13595957,142,14182756,0.0441308,1.001215843,22.68747924,,,
death,07 - JUL,27,Jul 04-Jul 10,50-64,all_types,20,13526195,330,7366272,0.147861243,4.479878017,30.29785182,,,
death,07 - JUL,27,Jul 04-Jul 10,65-79,all_types,56,11517382,332,2532733,0.486221608,13.1083695,26.95966052,,,
death,07 - JUL,27,Jul 04-Jul 10,80+,all_types,72,3321812,206,1096098,2.167491718,18.79393996,8.670824344,,,
death,07 - JUL,27,Jul 04-Jul 10,all_ages_adj,Janssen,9,3956404,1032,42284499,0.227479297,2.440610683,10.72893541,0.209015477,3.447847394,16.49565596
death,07 - JUL,27,Jul 04-Jul 10,all_ages_adj,Moderna,48,19973992,1032,42284499,0.240312502,2.440610683,10.15598714,0.122514327,3.447847394,28.14240163
death,07 - JUL,27,Jul 04-Jul 10,all_ages_adj,Pfizer,95,26429669,1032,42284499,0.359444532,2.440610683,6.789950791,0.24472682,3.447847394,14.08855556
death,07 - JUL,27,Jul 04-Jul 10,all_ages_adj,all_types,154,50423507,1032,42284499,0.305413108,2.440610683,7.991178563,0.18495562,3.447847394,18.64148486
death,07 - JUL,28,Jul 11-Jul 17,12-17,all_types,0,2022857,1,5763212,0,0.0173514,,,,
death,07 - JUL,28,Jul 11-Jul 17,18-29,all_types,0,6755901,24,11089520,0,0.216420548,,,,
death,07 - JUL,28,Jul 11-Jul 17,30-49,all_types,8,13829748,220,13988939,0.0578463,1.572671094,27.18705615,,,
death,07 - JUL,28,Jul 11-Jul 17,50-64,all_types,28,13661514,458,7254311,0.204955322,6.313487249,30.8042123,,,
death,07 - JUL,28,Jul 11-Jul 17,65-79,all_types,101,11563652,544,2493310,0.873426492,21.818386,24.98022009,,,
death,07 - JUL,28,Jul 11-Jul 17,80+,all_types,128,3332199,319,1087487,3.841307197,29.33368399,7.63638066,,,
death,07 - JUL,28,Jul 11-Jul 17,all_ages_adj,Janssen,34,4038577,1566,41676779,0.841880692,3.757488073,4.463207326,0.797267229,5.399250787,6.772197066
death,07 - JUL,28,Jul 11-Jul 17,all_ages_adj,Moderna,70,20166412,1566,41676779,0.347111821,3.757488073,10.82500751,0.178387298,5.399250787,30.26701367
death,07 - JUL,28,Jul 11-Jul 17,all_ages_adj,Pfizer,161,26897083,1566,41676779,0.59857792,3.757488073,6.277358296,0.39897255,5.399250787,13.53288788
death,07 - JUL,28,Jul 11-Jul 17,all_ages_adj,all_types,265,51165871,1566,41676779,0.517923363,3.757488073,7.254911321,0.311247647,5.399250787,17.3471216
death,07 - JUL,29,Jul 18-Jul 24,12-17,all_types,0,2140348,1,5612419,0,0.0178176,,,,
death,07 - JUL,29,Jul 18-Jul 24,18-29,all_types,0,6878509,53,10936345,0,0.484622605,,,,
death,07 - JUL,29,Jul 18-Jul 24,30-49,all_types,10,14009623,358,13754724,0.071379508,2.602742156,36.46343637,,,
death,07 - JUL,29,Jul 18-Jul 24,50-64,all_types,53,13767497,714,7111820,0.384964674,10.03962418,26.07933881,,,
death,07 - JUL,29,Jul 18-Jul 24,65-79,all_types,197,11602211,818,2443296,1.697952227,33.47936558,19.71749561,,,
death,07 - JUL,29,Jul 18-Jul 24,80+,all_types,203,3340588,562,1077289,6.076774508,52.16798835,8.58481556,,,
death,07 - JUL,29,Jul 18-Jul 24,all_ages_adj,Janssen,63,4102048,2506,40935893,1.535818206,6.121767027,3.985997173,1.43819899,8.735353776,6.073814428
death,07 - JUL,29,Jul 18-Jul 24,all_ages_adj,Moderna,123,20314442,2506,40935893,0.605480574,6.121767027,10.11059197,0.293192783,8.735353776,29.79389081
death,07 - JUL,29,Jul 18-Jul 24,all_ages_adj,Pfizer,275,27258187,2506,40935893,1.008871206,6.121767027,6.067937105,0.664680557,8.735353776,13.14218338
death,07 - JUL,29,Jul 18-Jul 24,all_ages_adj,all_types,463,51738776,2506,40935893,0.89488008,6.121767027,6.840879761,0.531464715,8.735353776,16.43637579
death,07 - JUL,30,Jul 25-Jul 31,12-17,all_types,0,2259696,3,5417638,0,0.0553747,,,,
death,07 - JUL,30,Jul 25-Jul 31,18-29,all_types,1,7006447,65,10723788,0.0142726,0.606129103,42.46811435,,,
death,07 - JUL,30,Jul 25-Jul 31,30-49,all_types,29,14196335,516,13402699,0.204278076,3.849970816,18.84671567,,,
death,07 - JUL,30,Jul 25-Jul 31,50-64,all_types,81,13877466,1079,6898439,0.583680046,15.6412197,26.79759193,,,
death,07 - JUL,30,Jul 25-Jul 31,65-79,all_types,268,11642450,1148,2371279,2.301920987,48.41269205,21.03143084,,,
death,07 - JUL,30,Jul 25-Jul 31,80+,all_types,337,3349583,667,1063676,10.06095386,62.70706493,6.232715688,,,
death,07 - JUL,30,Jul 25-Jul 31,all_ages_adj,Janssen,93,4167639,3478,39877519,2.231479262,8.721706082,3.908486281,2.109076821,12.33916102,5.850503355
death,07 - JUL,30,Jul 25-Jul 31,all_ages_adj,Moderna,189,20463774,3478,39877519,0.923583304,8.721706082,9.443334506,0.484367159,12.33916102,25.47480929
death,07 - JUL,30,Jul 25-Jul 31,all_ages_adj,Pfizer,432,27636254,3478,39877519,1.563164096,8.721706082,5.579520477,1.061749785,12.33916102,11.6215338
death,07 - JUL,30,Jul 25-Jul 31,all_ages_adj,all_types,716,52331977,3478,39877519,1.368188326,8.721706082,6.374638577,0.847536274,12.33916102,14.55885889
death,08 - AUG,31,Aug 01-Aug 07,12-17,all_types,0,2368060,8,5192561,0,0.154066558,,,,
death,08 - AUG,31,Aug 01-Aug 07,18-29,all_types,1,7124360,80,10467834,0.0140363,0.764245975,54.44763454,,,
death,08 - AUG,31,Aug 01-Aug 07,30-49,all_types,21,14366461,619,12990961,0.146173786,4.764851499,32.59716821,,,
death,08 - AUG,31,Aug 01-Aug 07,50-64,all_types,108,13980787,1336,6662906,0.772488702,20.05131095,25.9567692,,,
death,08 - AUG,31,Aug 01-Aug 07,65-79,all_types,330,11679882,1394,2294396,2.82537101,60.75673075,21.50398321,,,
death,08 - AUG,31,Aug 01-Aug 07,80+,all_types,448,3358049,862,1048761,13.3410799,82.19222492,6.160837471,,,
death,08 - AUG,31,Aug 01-Aug 07,all_ages_adj,Janssen,99,4223873,4299,38657419,2.34382047,11.12076313,4.744716276,2.048191071,15.68735441,7.659126454
death,08 - AUG,31,Aug 01-Aug 07,all_ages_adj,Moderna,267,20594746,4299,38657419,1.296447162,11.12076313,8.577876106,0.645081807,15.68735441,24.31839534
death,08 - AUG,31,Aug 01-Aug 07,all_ages_adj,Pfizer,541,27994455,4299,38657419,1.932525566,11.12076313,5.754523162,1.333710357,15.68735441,11.76218984
death,08 - AUG,31,Aug 01-Aug 07,all_ages_adj,all_types,908,52877599,4299,38657419,1.717173278,11.12076313,6.476203232,1.051101015,15.68735441,14.92468772
death,08 - AUG,32,Aug 08-Aug 14,12-17,all_types,0,2460022,4,4965315,0,0.080558837,,,,
death,08 - AUG,32,Aug 08-Aug 14,18-29,all_types,2,7233921,74,10210603,0.0276475,0.724736825,26.21344469,,,
death,08 - AUG,32,Aug 08-Aug 14,30-49,all_types,17,14526436,700,12575134,0.117028017,5.56654108,47.56588397,,,
death,08 - AUG,32,Aug 08-Aug 14,50-64,all_types,128,14079933,1491,6438567,0.909095235,23.15732678,25.47293824,,,
death,08 - AUG,32,Aug 08-Aug 14,65-79,all_types,401,11715612,1617,2222304,3.422783206,72.76232235,21.25823284,,,
death,08 - AUG,32,Aug 08-Aug 14,80+,all_types,520,3365705,905,1034197,15.44995774,87.50750582,5.663931729,,,
death,08 - AUG,32,Aug 08-Aug 14,all_ages_adj,Janssen,141,4284954,4791,37446120,3.29058375,12.79438297,3.888180318,2.921416737,18.09296495,6.193216023
death,08 - AUG,32,Aug 08-Aug 14,all_ages_adj,Moderna,321,20719915,4791,37446120,1.549234155,12.79438297,8.258521109,0.769761467,18.09296495,23.50463841
death,08 - AUG,32,Aug 08-Aug 14,all_ages_adj,Pfizer,605,28312056,4791,37446120,2.136898853,12.79438297,5.987360118,1.466177111,18.09296495,12.34023148
death,08 - AUG,32,Aug 08-Aug 14,all_ages_adj,all_types,1068,53381629,4791,37446120,2.000688289,12.79438297,6.394990683,1.219727618,18.09296495,14.83361095
death,08 - AUG,33,Aug 15-Aug 21,12-17,all_types,2,2563918,2,4782482,0.078005615,0.0418193,0.536106147,,,
death,08 - AUG,33,Aug 15-Aug 21,18-29,all_types,0,7346752,75,9966285,0,0.752537179,,,,
death,08 - AUG,33,Aug 15-Aug 21,30-49,all_types,18,14690130,664,12189346,0.122531251,5.447380032,44.45706713,,,
death,08 - AUG,33,Aug 15-Aug 21,50-64,all_types,135,14181228,1403,6238995,0.951962693,22.48759616,23.62235025,,,
death,08 - AUG,33,Aug 15-Aug 21,65-79,all_types,382,11751832,1624,2152027,3.25055702,75.46373721,23.21563251,,,
death,08 - AUG,33,Aug 15-Aug 21,80+,all_types,529,3373468,945,1019649,15.68119217,92.67895129,5.910198042,,,
death,08 - AUG,33,Aug 15-Aug 21,all_ages_adj,Janssen,126,4351644,4713,36348784,2.895457441,12.96604585,4.478064733,2.65835066,18.44073253,6.936907462
death,08 - AUG,33,Aug 15-Aug 21,all_ages_adj,Moderna,319,20833363,4713,36348784,1.53119782,12.96604585,8.467910342,0.779002392,18.44073253,23.6722412
death,08 - AUG,33,Aug 15-Aug 21,all_ages_adj,Pfizer,616,28657342,4713,36348784,2.149536409,12.96604585,6.032019649,1.492427754,18.44073253,12.3561978
death,08 - AUG,33,Aug 15-Aug 21,all_ages_adj,all_types,1066,53907328,4713,36348784,1.977467702,12.96604585,6.55689387,1.222240249,18.44073253,15.08764954
death,08 - AUG,34,Aug 22-Aug 28,12-17,all_types,0,2687742,8,4624589,0,0.172988346,,,,
death,08 - AUG,34,Aug 22-Aug 28,18-29,all_types,0,7471075,60,9733761,0,0.616411272,,,,
death,08 - AUG,34,Aug 22-Aug 28,30-49,all_types,15,14877121,533,11828860,0.10082596,4.50592872,44.69016452,,,
death,08 - AUG,34,Aug 22-Aug 28,50-64,all_types,106,14297436,1233,6052128,0.741391673,20.37299938,27.4794014,,,
death,08 - AUG,34,Aug 22-Aug 28,65-79,all_types,395,11792702,1477,2084504,3.349529226,70.85618449,21.15407262,,,
death,08 - AUG,34,Aug 22-Aug 28,80+,all_types,508,3381950,804,1005265,15.02091988,79.97891103,5.324501539,,,
death,08 - AUG,34,Aug 22-Aug 28,all_ages_adj,Janssen,102,4416224,4115,35329107,2.309665452,11.64761962,5.042989934,2.175314036,16.66867403,7.66265181
death,08 - AUG,34,Aug 22-Aug 28,all_ages_adj,Moderna,337,20957205,4115,35329107,1.608038858,11.64761962,7.243369502,0.79539354,16.66867403,20.9565117
death,08 - AUG,34,Aug 22-Aug 28,all_ages_adj,Pfizer,584,29069427,4115,35329107,2.008983528,11.64761962,5.797767609,1.40215368,16.66867403,11.88790806
death,08 - AUG,34,Aug 22-Aug 28,all_ages_adj,all_types,1024,54508026,4115,35329107,1.878622425,11.64761962,6.200085482,1.152531936,16.66867403,14.46265696
death,09 - SEP,35,Aug 29-Sep 04,12-17,all_types,0,2844374,0,4485953,0,0,,,,
death,09 - SEP,35,Aug 29-Sep 04,18-29,all_types,1,7623597,60,9509450,0.0131172,0.630951317,48.10118566,,,
death,09 - SEP,35,Aug 29-Sep 04,30-49,all_types,20,15118145,474,11493795,0.132291362,4.123964278,31.17334497,,,
death,09 - SEP,35,Aug 29-Sep 04,50-64,all_types,91,14423718,1065,5879216,0.630905291,18.11466019,28.71217035,,,
death,09 - SEP,35,Aug 29-Sep 04,65-79,all_types,345,11780999,1275,2021482,2.928444353,63.07253787,21.53789871,,,
death,09 - SEP,35,Aug 29-Sep 04,80+,all_types,378,3375642,761,992042,11.19786992,76.71046186,6.85045124,,,
death,09 - SEP,35,Aug 29-Sep 04,all_ages_adj,Janssen,98,4478481,3635,34381938,2.188241951,10.5724116,4.83146372,2.09505041,15.09771983,7.206375447
death,09 - SEP,35,Aug 29-Sep 04,all_ages_adj,Moderna,266,21051548,3635,34381938,1.263565036,10.5724116,8.367128954,0.645049232,15.09771983,23.40553104
death,09 - SEP,35,Aug 29-Sep 04,all_ages_adj,Pfizer,470,29571583,3635,34381938,1.589363681,10.5724116,6.651977596,1.124633723,15.09771983,13.42456618
death,09 - SEP,35,Aug 29-Sep 04,all_ages_adj,all_types,835,55166475,3635,34381938,1.513600425,10.5724116,6.984942275,0.94544065,15.09771983,15.96897682
death,09 - SEP,36,Sep 05-Sep 11,12-17,all_types,0,3024922,5,4385109,0,0.114022251,,,,
death,09 - SEP,36,Sep 05-Sep 11,18-29,all_types,0,7802879,48,9342698,0,0.513770219,,,,
death,09 - SEP,36,Sep 05-Sep 11,30-49,all_types,18,15407066,465,11253004,0.116829512,4.132229936,35.36974409,,,
death,09 - SEP,36,Sep 05-Sep 11,50-64,all_types,115,14563768,972,5757629,0.789630815,16.88194915,21.37954703,,,
death,09 - SEP,36,Sep 05-Sep 11,65-79,all_types,336,11745850,1144,1976493,2.860584802,57.88029606,20.23372844,,,
death,09 - SEP,36,Sep 05-Sep 11,80+,all_types,431,3360111,614,982325,12.82695721,62.50477184,4.872922771,,,
death,09 - SEP,36,Sep 05-Sep 11,all_ages_adj,Janssen,107,4535642,3248,33697258,2.359092715,9.638766454,4.085793828,2.141390482,13.71153163,6.403097308
death,09 - SEP,36,Sep 05-Sep 11,all_ages_adj,Moderna,297,21184347,3248,33697258,1.401978546,9.638766454,6.875116943,0.726896157,13.71153163,18.86312302
death,09 - SEP,36,Sep 05-Sep 11,all_ages_adj,Pfizer,493,30120158,3248,33697258,1.636777603,9.638766454,5.888867516,1.188727677,13.71153163,11.53462808
death,09 - SEP,36,Sep 05-Sep 11,all_ages_adj,all_types,900,55904596,3248,33697258,1.609885527,9.638766454,5.987237162,1.023911016,13.71153163,13.39133129
death,09 - SEP,37,Sep 12-Sep 18,12-17,all_types,0,3212792,1,4289438,0,0.0233131,,,,
death,09 - SEP,37,Sep 12-Sep 18,18-29,all_types,1,7993602,54,9155241,0.01251,0.58982609,47.14835011,,,
death,09 - SEP,37,Sep 12-Sep 18,30-49,all_types,18,15710389,374,10982005,0.114573866,3.405571205,29.72380466,,,
death,09 - SEP,37,Sep 12-Sep 18,50-64,all_types,99,14709105,734,5625941,0.673052507,13.04670632,19.38438113,,,
death,09 - SEP,37,Sep 12-Sep 18,65-79,all_types,279,11711046,952,1929844,2.382366187,49.3304122,20.70647765,,,
death,09 - SEP,37,Sep 12-Sep 18,80+,all_types,350,3343256,540,972515,10.46883637,55.52613584,5.303945338,,,
death,09 - SEP,37,Sep 12-Sep 18,all_ages_adj,Janssen,94,4583994,2655,32954984,2.050613504,8.056444512,3.92879716,2.03076637,11.51278126,5.669180575
death,09 - SEP,37,Sep 12-Sep 18,all_ages_adj,Moderna,252,21364553,2655,32954984,1.179523859,8.056444512,6.83025142,0.628585069,11.51278126,18.3153909
death,09 - SEP,37,Sep 12-Sep 18,all_ages_adj,Pfizer,399,30667640,2655,32954984,1.301045662,8.056444512,6.19228421,0.954064973,11.51278126,12.06708305
death,09 - SEP,37,Sep 12-Sep 18,all_ages_adj,all_types,747,56680190,2655,32954984,1.317920776,8.056444512,6.11299606,0.855720573,11.51278126,13.45390263
death,09 - SEP,38,Sep 19-Sep 25,12-17,all_types,1,3356200,3,4217441,0.0297956,0.071133182,2.387371868,,,
death,09 - SEP,38,Sep 19-Sep 25,18-29,all_types,0,8152170,32,9007076,0,0.355276229,,,,
death,09 - SEP,38,Sep 19-Sep 25,30-49,all_types,17,15963007,273,10768572,0.106496226,2.535155079,23.80511663,,,
death,09 - SEP,38,Sep 19-Sep 25,50-64,all_types,71,14826368,674,5523713,0.478876553,12.20193736,25.48033994,,,
death,09 - SEP,38,Sep 19-Sep 25,65-79,all_types,215,11690902,710,1890709,1.839036885,37.55205058,20.41941131,,,
death,09 - SEP,38,Sep 19-Sep 25,80+,all_types,308,3331639,415,963568,9.244699081,43.0690932,4.658788007,,,
death,09 - SEP,38,Sep 19-Sep 25,all_ages_adj,Janssen,54,4617019,2107,32371079,1.16958583,6.508896413,5.565129335,1.218146682,9.173516178,7.530715563
death,09 - SEP,38,Sep 19-Sep 25,all_ages_adj,Moderna,233,21540167,2107,32371079,1.081700063,6.508896413,6.017283937,0.576310477,9.173516178,15.91766339
death,09 - SEP,38,Sep 19-Sep 25,all_ages_adj,Pfizer,323,31099287,2107,32371079,1.03860902,6.508896413,6.266936149,0.785593668,9.173516178,11.67717683
death,09 - SEP,38,Sep 19-Sep 25,all_ages_adj,all_types,612,57320286,2107,32371079,1.067684833,6.508896413,6.096271307,0.707935032,9.173516178,12.95813283
death,09 - SEP,39,Sep 26-Oct 02,12-17,all_types,1,3494253,2,4159163,0.0286184,0.0480866,1.6802674,,,
death,09 - SEP,39,Sep 26-Oct 02,18-29,all_types,0,8339920,17,8880865,0,0.191422795,,,,
death,09 - SEP,39,Sep 26-Oct 02,30-49,all_types,18,16257881,177,10581120,0.110715535,1.672790782,15.10890749,,,
death,09 - SEP,39,Sep 26-Oct 02,50-64,all_types,59,14958491,454,5431446,0.394424812,8.358731726,21.19220564,,,
death,09 - SEP,39,Sep 26-Oct 02,65-79,all_types,183,11672167,580,1819985,1.567832263,31.86839452,20.32640562,,,
death,09 - SEP,39,Sep 26-Oct 02,80+,all_types,216,3319065,362,945567,6.507856881,38.28390796,5.882721249,,,
death,09 - SEP,39,Sep 26-Oct 02,all_ages_adj,Janssen,45,4658951,1592,31818146,0.965882663,5.003434204,5.180167731,0.8806967,7.294130947,8.282228089
death,09 - SEP,39,Sep 26-Oct 02,all_ages_adj,Moderna,187,21757191,1592,31818146,0.859485951,5.003434204,5.821426397,0.4570304,7.294130947,15.95983756
death,09 - SEP,39,Sep 26-Oct 02,all_ages_adj,Pfizer,245,31562079,1592,31818146,0.776247978,5.003434204,6.445664719,0.603403007,7.294130947,12.08832383
death,09 - SEP,39,Sep 26-Oct 02,all_ages_adj,all_types,477,58041777,1592,31818146,0.82182184,5.003434204,6.08822248,0.553413552,7.294130947,13.18025357
