3.94415,0,0.00623
3.97807,0,44e-5
4.09693,0,27e-5
4.11904,0,2e-4
4.06317,0,16e-5
4.05686,0,12e-5
4.06638,0,11e-5
4.03058,0,11e-5
4.04649,0,12e-5
4.14835,0,11e-5
4.17254,2e-4,1e-4
4.11442,2e-4,13e-5
4.10624,2e-4,13e-5
4.11801,2e-4,15e-5
4.16598,2e-4,2e-4
4.24282,0.0171,25e-5
4.31614,0.0171,37e-5
4.39529,0.0171,47e-5
4.50085,0.0171,64e-5
4.58523,0.0171,71e-5
4.51913,0.045,76e-5
4.35429,0.045,87e-5
4.26464,0.045,87e-5
4.19857,0.045,88e-5
4.24936,0.045,94e-5
4.26235,0.05415,92e-5
4.15231,0.05415,95e-5
4.24887,0.05415,93e-5
4.21525,0.05415,99e-5
4.22308,0.05415,0.00101
4.28567,0.04825,0.00103
3.97022,0.04825,0.00109
3.98685,0.04825,0.0011
3.88015,0.04825,0.00114
3.83922,0.04825,0.00115
3.95643,0.0225,0.0012
3.80209,0.0225,0.00131
3.93445,0.0225,0.00137
4.12188,0.0225,0.00146
4.3648,0.0225,0.00156
4.38327,0.0051,0.00162
4.11498,0.0051,0.00185
4.0761,0.0051,0.00201
4.10511,0.0051,0.00216
4.2115,0.0051,0.00243
4.50887,35e-5,0.00258
4.51976,35e-5,0.00298
4.53526,35e-5,0.00325
4.5388,35e-5,0.00351
4.6059,35e-5,0.00387
4.66029,0,0.00413
4.46463,0,0.00454
4.50085,0,0.00494
4.38035,0,0.00533
4.292,0,0.00571
4.25471,0,0.00602
4.03751,0,0.0067
3.93639,0,0.0071
3.79493,0,0.00769
3.64127,0,0.00828
3.62113,0,0.0086
3.4926,0,0.00932
3.56318,0,0.00998
3.48388,0,0.01101
2.65713,0,0.0125
2.68076,0,0.01282
2.63914,0,0.01404
2.64936,0,0.01515
2.32367,0,0.01687
2.14232,0,0.0183
2.04312,0,0.01967
1.94932,0,0.02133
1.86427,0,0.02347
1.73696,0,0.02562
1.68449,0,0.028
1.62008,0,0.03083
1.47107,0,0.03441
1.45533,0,0.03711
1.40012,0,0.04126
1.37119,0,0.04448
1.30851,0,0.04964
1.21287,0,0.05539
1.16142,0,0.06149
1.07481,0,0.06803
0.98572,0,0.07673
0.91472,0,0.08561
0.81421,0,0.0954
0.71291,0,0.10636
0.64062,0,0.11802
0.538,0,0.13385
0.43556,0,0.1525
0.34499,0,0.16491
0.28139,0,0.18738
0.21698,0,0.20757
0.16944,0,0.22688
0.12972,0,0.25196
0.09522,0,0.27422
0.06814,0,0.29239
0.0459,0,0.3256
0.03227,0,0.34157
